#  -------------------------------------------------------------------------------------------------... 
# 
# Program :	A1-Bkij-1D
# where :	.dat contains timing data & .txt contains matrix values 
# 
# Summary of values added to each matrix - retained for later reference and validation 
# 
#  --------------------------------------------------------------------------------------------------  
# RUNNING : 	./A1-Bkij-1D-cblas -r 10 2 
# Initialize matrix <10> x <10> |A| ... 
4	7	8	6	4	6	7	3	10	2	
3	8	1	10	4	7	1	7	3	7	
2	9	8	10	3	1	3	4	8	6	
10	3	3	9	10	8	4	7	2	3	
10	4	2	10	5	8	9	5	6	1	
4	7	2	1	7	4	3	1	7	2	
6	6	5	8	7	6	7	10	4	8	
5	6	3	6	5	8	5	5	4	1	
8	9	7	9	9	5	4	2	5	10	
3	1	7	9	10	3	7	7	5	10	
# Initialize matrix <10> x <10> |B| ... 
6	1	5	9	8	2	8	3	8	3	
3	7	2	1	7	2	6	10	5	10	
1	10	2	8	8	2	2	6	10	8	
8	7	8	4	7	6	7	4	10	5	
9	2	3	10	4	10	1	9	9	6	
1	10	7	4	9	6	7	2	2	6	
10	9	5	9	2	1	4	1	5	5	
5	5	8	7	4	2	8	6	10	7	
3	2	8	9	6	8	5	2	9	6	
10	8	6	4	9	9	4	2	9	10	
# Initialize matrix <10> x <10> |C|  for Straight-forward IJK manual computation .. 
# |C| : <10> x <10> matrix computed values : MANUAL straightforward IJK ... 
278	357	303	377	361	261	288	251	428	372	
290	323	301	264	348	268	300	248	389	355	
289	342	287	316	358	263	274	268	451	385	
353	323	330	400	375	295	327	276	456	348	
350	344	352	406	369	266	349	236	439	340	
198	196	186	254	238	205	183	196	274	253	
404	413	374	427	418	319	359	306	526	445	
249	295	265	301	303	218	269	223	341	301	
405	408	342	418	463	360	336	329	535	463	
413	381	345	429	379	345	287	272	525	412	
# |C| : matrix calculated in 0.000023 seconds ... 
# Initialize matrix <10> x <10> |C|, for MANUAL computation .. 
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
# |C| : <10> x <10> matrix computed values : MANUAL computation ... 
# |C| : matrix calculated in 0.000020 seconds ... 
225	265	320	440	350	380	260	125	540	400	
210	295	410	240	395	410	300	215	450	440	
195	325	480	520	105	180	220	135	630	540	
345	155	390	300	560	740	360	230	225	210	
360	190	420	280	460	490	380	195	315	230	
225	265	60	100	320	470	100	45	405	310	
270	240	370	360	410	530	540	335	540	520	
240	235	270	240	460	490	300	175	225	170	
375	355	430	460	405	600	160	80	675	650	
105	50	430	460	335	590	420	245	675	650	
# Initialize matrix <10> x <10> |C|, for CBLAS/ATLAS computation ... 
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
# |C| : <10> x <10> matrix computed values using CBLAS/ATLAS ... 
# |C| : calculated in 0.000023 seconds... 
278	357	303	377	361	261	288	251	428	372	
290	323	301	264	348	268	300	248	389	355	
289	342	287	316	358	263	274	268	451	385	
353	323	330	400	375	295	327	276	456	348	
350	344	352	406	369	266	349	236	439	340	
198	196	186	254	238	205	183	196	274	253	
404	413	374	427	418	319	359	306	526	445	
249	295	265	301	303	218	269	223	341	301	
405	408	342	418	463	360	336	329	535	463	
413	381	345	429	379	345	287	272	525	412	
